,,,TWINS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,Tel,00 33 5 56 39 51 51,,,,PRICE LIST,,,,,,
,,Fax,00 33 5 56 29 12 76,,,,,,,JULY 2016,,,
,,Email,twins@twinsbordeaux.com,,,,,,,,,,
New Items,,,,,,,,,,,,,
Carmes Haut Brion 2011,,,,,,,,,,,,,
Pontet Canet 2008,,,,,,,,,,,,,
Canon La Gaffelière 2008,,,,,,,,,,,,,
Tour du Pin 2008,,,,,,,,,,,,,
Lafite Rothschild 2011,,,,,,,,,,,,,
Beychevelle 2012,,,,,,,,,,,,,
Lafon rochet 2012,,,,,,,,,,,,,
pape clement 2008,,,,,,,,,,,,,
sociando mallet 2002,,,,,,,,,,,,,
domaine de chevalier 2012,,,,,,,,,,,,,
Commune,ranking,Year,wine,Size,parker,price,Notes,Year,wine (second / white),Bottle,price,,parker
PAUILLAC,1RST,1988,MOUTON ROTHSCHILD,"1,5L",89,770,Mag,,,,,,
PAUILLAC,1RST,1990,MOUTON ROTHSCHILD,"1,5L",,770,Mag,,,,,,
PAUILLAC,1RST,2001,MOUTON ROTHSCHILD,75cl,89,399,,,,,,,
PAUILLAC,1RST,2005,MOUTON ROTHSCHILD,75cl,97,540,,,,,,,
PAUILLAC,1RST,2008,MOUTON ROTHSCHILD,75cl,94,390,,,,,,,
PAUILLAC,1RST,2009,MOUTON ROTHSCHILD,75cl,99,650,,,,,,,
PAUILLAC,1RST,2010,MOUTON ROTHSCHILD,75cl,97+,595,,,,,,,
PAUILLAC,1RST,2011,MOUTON ROTHSCHILD,75cl,92,345,,,,,,,
PAUILLAC,1RST,2011,MOUTON ROTHSCHILD,"1,5L",92,700,Mag,,,,,,
PAUILLAC,1RST,2012,MOUTON ROTHSCHILD,75cl,94,339,,,,,,,
PAUILLAC,1RST,2010,LAFITE ROTHSCHILD,75cl,98,650,,,,,,,
PAUILLAC,1RST,2011,LAFITE ROTHSCHILD,75cl,90-93,425,,,,,,,
PAUILLAC,1RST,2012,LAFITE ROTHSCHILD,75cl,91,395,,,,,,,
PAUILLAC,1RST,2013,LAFITE ROTHSCHILD,75cl,87-89,380,,2010,CARRUADES DE LAFITE,75cl,170,,94
PAUILLAC,1RST,1986,LATOUR,"1,5L",90,965,Mag,,,,,,
PAUILLAC,1RST,1986,LATOUR,"3,0L",90,2155,DMAG,,,,,,
PAUILLAC,1RST,1988,LATOUR,"1,5L",91,950,Mag,,,,,,
PAUILLAC,1RST,1989,LATOUR,"1,5L",89,950,Mag,,,,,,
PAUILLAC,1RST,1989,LATOUR,"3,0L",89,1950,DMAG,,,,,,
PAUILLAC,1RST,1990,LATOUR,75cl,94,690,,,,,,,
PAUILLAC,1RST,1994,LATOUR,75cl,94,390,,,,,,,
PAUILLAC,1RST,1998,LATOUR,"1,5L",90,790,Mag,,,,,,
PAUILLAC,1RST,1999,LATOUR,75cl,93,430,,,,,,,
PAUILLAC,1RST,2004,LATOUR,75cl,95,395,,,,,,,
PAUILLAC,1RST,2005,LATOUR,75cl,98,895,,2005,FORTS DE LATOUR,75cl,160,,93
PAUILLAC,1RST,2009,LATOUR,75cl,100,1100,,2009,FORTS DE LATOUR,75cl,150,,94
PAUILLAC,1RST,2011,LATOUR,75cl,93-95,450,,2011,FORTS DE LATOUR,75cl,129,,90-92
PAUILLAC,2ND,1995,PICHON BARON,75cl,90,126,,,,,,,
PAUILLAC,2ND,1996,PICHON BARON,75cl,91,126,,,,,,,
PAUILLAC,2ND,2005,PICHON BARON,75cl,93,127,,,,,,,
PAUILLAC,2ND,2005,PICHON BARON,"1,5L",93,250,Mag,,,,,,
PAUILLAC,2ND,2009,PICHON BARON,75cl,98,135,,,,,,,
PAUILLAC,2ND,2010,PICHON BARON,75cl,97+,139,,,,,,,
PAUILLAC,2ND,2011,PICHON BARON,75cl,91,72,,,,,,,
PAUILLAC,2ND,2012,PICHON BARON,75cl,93,72,,2013,GRIFFONS DE PICHON BARON,75cl,22.5,,
