,,,,,,,,ROLAND COIFFE & ASSOCIES sas
,,,,,,,,Chateau Bel-Air
,,,,,,,,"33360 Quinsac, Bordeaux, France"
,,,,,,,,Tel : +33 557 80 49 40
,,,,,,, ,Fax : +33 557 80 49 49
,,,,,,,,www.rcassocies.com
01 JUNE 2016,,COMPLETE PRICE LIST,,,,,,contact@rcassocies.com
PRIX HORS TAXE DEPART,,"(PRIX départ entrepôt-Bordeaux) - PRIMEURS ""2014"" disponibles à partir de Sept. 2016",,,,,,
EXPORT PRICES EX-WORKS,,"(PRICES ex-cellars Bordeaux) - ""2014"" EN-PRIMEUR physical post-Sept. 2016",,,,,,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,,,,,Unit,Per Unit,,
Appellation,Classificat°,Wine,Vint.,(cl),Qty., Euros ,RP., 
,,COLLECTION Bordeaux GCC 1855 ,,,,,,"(""collection 1855 sets"" assembled on firm order, 3 weeks delay) "
BORDEAUX,,1 x COLLECTIONS x 61 GCC 1855 (61bts),2010,75,1 X 12 coll.,14000,/ 61bt,1owc1 x 61chateaux
BORDEAUX,,12 x COLLECTIONS x 61 GCC 1855 (732bts),2008,75,1 X 12 coll.,95500,/ 732bt,minimum 732bt (12bt x 61chateaux)
,,COLLECTION Bordeaux Cases,,,,,,
BORDEAUX,,Collection - 8 x 75cl - 1st GCC,2014,75,1 cs 8bt,4550,n/a,"Lafite Mouton Margaux, Haut Brion, La Mission Haut Brion, Petrus, Cheval Blanc, Yquem"
BORDEAUX,,Collection - 7 x 75cl - 1st GCC,2012,75,1 cs 7bt,3870,n/a,"Lafite Mouton Margaux, Haut Brion, La Mission Haut Brion, Petrus, Cheval Blanc"
BORDEAUX,,Collection - 9 x 75cl - 1st GCC,2011,75,1 cs 9bt,5970,n/a,"1er1855 + yquem, petrus, cheval,
mission"
BORDEAUX,,Collection - 9 x 75cl - 1st GCC,2010,75,1 cs 9bt,10250,n/a,"1er1855 + yquem, petrus, cheval,
mission"
BORDEAUX,,Collection - 6 x 75cl - 1st GCC,2009,75,1 cs 6bt,8300,n/a,"2 x Petrus, 2 x Mouton, 2 x Haut Brion"
BORDEAUX,,Collection - 9 x 75cl - 1st GCC,2009,75,1 cs 9bt,12450,n/a,"1er1855 + yquem, petrus, cheval,
mission"
BORDEAUX,,Collection - 9 x 75cl - 1st GCC,2005,75,1 cs 9bt,10780,n/a,"1er1855 + yquem, petrus, cheval,
mission"
BORDEAUX,,Collection - 12 x 75cl - 1st GCC,2002,75,1 cs 12bt,7160,n/a,"2x Petrus, 2x Margaux, 2x Mouton, 2 x Lafite, 2 x Latour, 2x Haut Brion"
BORDEAUX,,Collection - 9 x 75cl - 1st GCC,2001,75,2 cs 9bt,7280,n/a,"Petrus, Ausone, Lafite, Latour, Mouton, Margaux, Haut Brion, Cheval, Mission"
BORDEAUX,,Collection - 8 x 6L - 1st GCC,2000,600,8 cs/1,180700,n/a,"1er1855 + yquem, petrus, cheval"
BORDEAUX,,Collection - 9 x 75cl - 1st GCC,1998,75,9 cs 9bt,6365,n/a,"1er1855 + yquem, petrus, cheval,
mission"
