,,,,"17, Cours du Médoc",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,33070 BORDEAUX - CEDEX     ,,,,
,,,,Tel: +33 5.56.29.29.30 - Fax: +33 5.56.29.29.35,,,,
,,,,,,,,
,,,,ballande@ballande-meneret.com,,,,
,,,,,,,,
,,,,,,,,
,,,,Bordeaux,2016-07-20 00:00:00,,,
,,,,,,,,
Bordeaux Grands Crus offer,,,,,,,,
Appellation,Château,Classification,Vint.,€/Unit,Qty/Unit,Unit,Parker,WS
appellation,produit,classement,millésime,PV_mini,dispo,centil,parker,ws
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2013,24,222,bt.,,94 - 97
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2013,12,156,1/2 bt.,,94 - 97
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2012,15.5,>600,1/2 bt.,90 - 92,92
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2011,42,12,bt.,94/96,95 - 98
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2010,22,>600,1/2 bt.,93/95,95
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2010,44,390,bt.,93/95,95
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2009,24,96,1/2 bt.,96-98,95 - 98
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2009,48,210,bt.,96-98,95 - 98
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2007,26,>1200,bt.,94,95
BARSAC AOC,CHATEAU COUTET,1ER GRAND CRU CLASSE,2005,15.5,>600,1/2 bt.,92,91
BORDEAUX BLANC AOC,AILE D'ARGENT,,2011,52,1,bt.,90 - 92,90 - 93
BORDEAUX BLANC AOC,CHATEAU MARJOSSE BLANC,,2010,5.1,35,bt.,,88
BORDEAUX BLANC AOC,CHATEAU MARJOSSE BLANC,,2009,5.1,252,bt.,,
BORDEAUX BLANC AOC,CHATEAU MONBOUSQUET BLANC,,2013,38,6,bt.,92 - 93,88 - 91
BORDEAUX BLANC AOC,CLOS DES LUNES LUNE D'ARGENT,,2013,8.1,>1200,bt.,,
BORDEAUX BLANC AOC,CLOS DES LUNES LUNE D'OR,,2013,29,45,bt.,,
BORDEAUX BLANC AOC,CLOS NARDIAN,,2010,19.8,180,bt.,,
BORDEAUX BLANC AOC,GIROLATE BLANC,,2012,25,132,bt.,,
BORDEAUX BLANC AOC,LA SEMILLANTE DE SIGALAS,,2013,9.95,546,bt.,,
